rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80
1,1,1,1,1,1,12,107,41,73,24,32,14,14,7.934000015,14.86999989,2,9,6.136000156,7.427999973
1,1,0,1,1,1,12,110,45,71,26,35,12,13,3.990999937,13.38700008,1,1,5.297999859,6.619999886
1,1,0,1,0,0,16,102,32,73,21,29,13,14,1.455000043,8.354000092,0,7,5.480999947,6.736999989
1,1,1,1,0,0,12,81,36,71,25,34,12,12,7.333000183,17.26499939,6,15,6.022999763,6.912000179
1,1,0,1,0,0,12,99,36,71,21,30,12,12,3.78399992,12.55300045,3,10,5.415999889,6.477000237
1,1,1,1,1,0,12,102,35,69,19,30,13,13,0,8.413999557,1,2,5.78399992,7.666999817
1,1,1,1,1,1,12,95,44,66,24,38,12,12,0,14.07900047,7,21,5.421000004,6.635000229
1,1,0,0,1,1,11,98,37,69,24,35,16,16,0.768999994,8.321000099,1,3,5.991000175,6.644999981
1,1,1,1,0,1,4,109,41,71,22,31,16,16,0.555999994,8.876000404,1,3,5.979000092,6.894999981
1,1,1,1,0,0,8,82,41,66,24,38,12,12,6.65500021,20.54899979,2,1,5.732999802,7.823999882
1,1,0,0,0,1,12,105,22,68,20,32,13,14,0,6.44299984,0,1,5.074999809,7.000999928
1,1,1,1,0,0,12,95,36,66,24,38,12,12,0,5.855000019,2,16,5.493000031,7.099999905
1,1,1,1,1,1,12,123,43,73,24,32,16,16,1.871999979,8.800999641,4,12,5.84100008,7.313000202
1,1,0,1,0,1,12,86,24,69,19,30,12,12,0,8.94699955,1,1,5.388999939,6.368999958
1,1,0,1,1,1,8,87,41,66,24,38,12,12,0,12.40400028,2,13,5.215000153,6.850999832
0,1,1,1,0,1,12,117,39,71,22,31,16,16,0.552999973,8.638999939,1,3,6.291999817,7.274000168
1,1,0,1,1,1,12,112,50,66,24,38,16,16,1.128000021,13.66100025,2,8,5.758999825,7.195000172
1,0,0,0,1,1,12,119,41,70,23,33,15,15,0,8.392000198,1,5,6.309999943,7.313000202
1,1,0,1,0,1,6,81,33,69,21,32,12,13,0.38499999,10.6260004,1,5,5.247000217,6.880000114
1,1,1,1,0,1,10,124,48,70,22,32,17,18,0.38499999,9.909000397,1,8,5.808000088,7.678999901
1,1,1,1,0,0,7,89,38,66,22,36,12,12,0,10.32699966,2,7,5.438000202,6.681000233
1,1,1,1,1,1,12,106,41,73,21,29,16,16,1.18900001,8.19699955,2,9,6.396999836,7.464000225
1,1,0,1,0,0,11,103,30,66,18,32,13,15,0.333000004,14.37800026,1,2,5.380000114,6.445000172
1,1,0,1,0,0,6,91,40,67,19,32,12,12,0.377999991,11.01000023,1,4,5.293000221,6.097000122
1,1,1,1,1,1,12,101,34,73,23,31,16,16,5.406000137,12.28299999,2,9,5.828999996,6.492000103
1,1,0,0,1,1,12,83,32,66,22,36,12,12,2.25,8.710000038,2,1,5.043000221,5.93200016
1,1,1,1,1,1,12,102,54,73,24,32,17,17,0.160999998,6.752999783,5,13,6.176000118,7.022999763
1,1,0,1,1,0,7,94,34,68,18,30,12,12,0.423000008,8.901000023,1,2,5.19299984,6.116000175
1,1,1,1,1,1,12,97,38,66,23,37,10,10,3.474999905,17.37100029,1,9,5.460000038,7.234000206
1,1,0,1,1,1,12,115,38,73,23,31,17,17,0,6.721000195,2,9,6.09100008,7.339000225
1,1,0,1,1,1,17,117,38,69,24,35,16,16,0.377999991,11.27400017,1,12,5.986000061,7.051000118
1,1,1,1,1,1,8,105,45,67,24,37,12,14,5.756000042,14.83899975,1,2,5.55700016,6.868999958
1,1,0,0,1,1,8,113,36,73,30,38,16,16,0.532999992,7.617000103,5,1,5.828999996,6.581999779
0,1,1,1,1,1,10,83,37,73,29,37,12,12,5.973999977,8.840999603,0,3,6.193999767,6.173999786
1,1,1,1,1,0,17,101,44,71,29,38,18,18,0.405999988,8.211000443,4,9,6.407000065,6.693999767
1,1,1,1,1,1,12,113,36,66,22,36,12,13,0,13.95400047,6,8,5.793000221,7.274000168
1,0,1,1,1,1,12,88,31,66,23,37,12,13,0.628000021,13.13500023,2,4,5.415999889,6.994999886
1,1,1,1,1,1,16,113,27,71,21,30,16,16,0.541000009,9.352000237,4,13,5.777999878,6.933000088
1,1,1,1,1,1,12,106,38,70,20,30,14,15,0,5.228000164,1,1,6.843999863,7.195000172
1,0,1,1,1,1,10,114,36,66,23,37,12,12,2.165999889,16.98800087,1,9,5.451000214,6.818999767
1,1,0,0,1,1,11,119,32,73,22,30,16,16,2.112999916,9.00399971,2,10,6.293000221,7.007999897
1,1,1,1,1,1,1,89,40,66,24,38,12,12,5.579999924,17.25,2,8,5.361000061,6.907999992
1,1,0,1,1,1,12,97,28,68,18,30,13,13,0.377999991,12.36499977,1,5,5.820000172,6.834000111
1,1,0,1,1,1,12,83,51,71,24,33,13,13,0.52700001,9.473999977,1,10,6.05700016,7.124000072
1,1,1,1,1,1,12,97,40,71,27,36,11,12,11.44400024,21.0359993,1,10,6.318999767,6.971000195
1,1,1,1,1,1,12,98,37,68,18,30,12,12,0,5.18599987,1,3,5.617000103,5.999000072
1,1,0,1,0,0,8,84,24,67,18,31,12,12,1.044999957,13.65600014,1,10,5.152999878,6.431000233
1,1,0,1,0,0,8,74,24,70,20,30,12,12,1.963999987,12.02200031,1,11,5.256999969,6.087999821
1,1,1,1,0,0,6,93,32,66,22,36,12,12,2.128000021,16.06299973,3,5,4.744999886,6.587999821
1,1,1,1,1,1,17,113,41,73,26,34,17,17,1.133999944,8.081999779,2,2,6.525000095,6.907999992
1,1,0,1,1,1,8,92,37,66,24,38,12,12,1.144999981,15.07800007,2,16,5.342000008,5.97300005
1,1,0,0,0,0,9,127,44,73,20,28,12,12,2.111000061,8.265999794,0,3,5.686999798,6.396999836
1,1,1,1,0,0,6,109,44,66,23,37,12,12,6.25,20.70199966,5,12,5.828999996,6.868999958
1,1,0,1,0,0,10,97,42,66,20,34,12,12,1.20599997,15.07400036,2,4,5.415999889,6.868999958
1,0,1,1,1,1,0,66,30,73,22,30,11,11,4.525000095,10.47299957,0,7,5.236000061,6.763000011
0,1,1,1,1,1,16,109,46,71,26,35,16,16,0.962000012,9.869999886,7,3,6.394000053,7.051000118
1,1,1,1,1,0,4,109,43,70,24,34,16,16,0.27700001,10.18799973,1,11,6.071000099,7.234000206
1,1,1,1,0,1,8,85,44,69,23,34,12,13,0,4.21600008,1,9,5.21999979,6.763000011
1,1,0,1,0,0,8,81,26,68,19,31,12,12,1.154000044,13.14700031,1,13,5.19299984,6.551000118
1,1,1,1,0,0,5,87,12,71,28,37,9,9,10.60900021,19.79500008,1,10,6.06400013,6.881999969
0,1,0,1,1,1,12,78,40,67,20,33,13,13,0.967999995,11.72900009,1,3,5.520999908,7.170000076
0,1,0,1,1,1,12,54,37,69,20,31,13,14,1,11.72200012,1,3,5.347000122,6.802000046
0,0,1,1,1,1,8,98,33,66,22,36,12,12,1.23300004,15.14299965,1,15,5.415999889,6.71999979
0,1,0,1,1,1,12,98,34,66,22,36,12,12,2.25,16.67200089,3,13,5.65199995,6.907999992
0,0,0,1,1,1,16,105,29,73,22,30,16,16,0.602999985,7.498000145,1,8,5.804999828,6.717999935
0,1,0,1,1,1,12,87,25,68,19,31,12,13,0,5.453999996,1,2,5.105999947,6.215000153
0,0,1,1,1,1,12,117,25,73,20,28,13,13,2.650000095,9.423999786,0,1,6.215000153,7.052000046
0,0,0,0,1,1,12,85,30,73,21,29,14,15,0,8.354000092,0,3,5.297999859,6.855999947
0,0,0,1,1,1,8,82,35,70,20,30,13,13,1.817000031,10.29399967,1,4,5.415999889,6.551000118
0,0,1,1,1,1,12,114,39,73,24,32,18,18,1.381000042,6.965000153,0,6,6.524000168,7.443999767
0,0,1,1,1,1,12,105,48,73,26,34,18,18,3.319999933,9.571000099,2,0,7.051000118,7.603000164
0,0,1,1,1,1,7,92,20,73,24,32,14,14,2.448999882,9.303999901,1,8,5.991000175,6.790999889
0,0,0,1,1,1,12,107,23,69,18,29,12,13,0,11.02200031,1,4,5.828999996,8.031999588
0,0,0,1,1,1,12,111,41,69,26,37,17,17,0,10.09399986,2,13,5.927000046,7.339000225
0,0,0,0,1,0,16,119,49,71,26,35,16,17,4.362999916,13.30599976,1,9,6.136000156,7.210999966
0,0,1,1,1,1,12,97,40,66,24,38,12,12,7.127999783,21.0909996,8,8,6.355999947,7.040999889
0,0,1,1,1,1,10,110,34,66,19,33,12,12,2.332999945,15.65600014,1,8,5.665999889,6.868999958
0,0,1,1,1,1,12,96,32,66,24,38,12,12,5.201000214,19.06299973,6,20,5.94299984,7.131000042
0,0,1,1,1,0,12,102,31,66,23,37,10,12,3.332999945,16.54599953,4,4,5.71999979,6.808000088
0,0,1,1,1,1,0,64,22,66,24,38,12,12,5.377999783,17.95599937,6,0,5.197999954,6.830999851
0,0,0,1,1,1,8,103,32,66,20,34,12,12,3,16.59300041,1,10,4.605000019,7.352000237
0,0,1,1,1,1,12,118,39,73,24,32,10,10,9.498000145,14.2329998,0,4,5.322999954,7.178999901
0,0,1,1,1,1,13,118,41,73,23,31,17,18,0,1,2,9,5.697000027,6.778999805
0,1,1,1,1,1,12,75,37,71,29,38,13,13,6.71999979,13.64000034,1,1,5.703999996,6.684999943
0,0,1,1,1,0,12,112,45,68,20,32,13,14,0,5.811999798,1,10,5.886000156,6.955999851
0,0,0,0,1,0,12,95,20,71,21,30,12,12,1.712000012,4.47300005,1,1,5.297999859,6.309999943
0,0,1,1,1,1,12,119,38,73,26,34,16,17,0,3.920000076,4,2,6.193999767,7.081999779
0,0,1,1,1,0,12,94,35,68,25,37,14,14,0.377999991,10.45800018,1,6,5.703999996,6.368999958
0,0,0,1,1,1,6,103,27,68,18,30,12,14,0,4.65199995,1,2,5.164999962,7.090000153
0,0,1,1,1,1,14,90,36,68,21,33,16,16,0.38499999,10.51399994,1,5,5.617000103,6.681000233
0,0,1,1,0,0,16,128,50,73,28,36,17,18,1.144999981,8.041000366,5,13,6.705999851,7.22300005
0,0,0,1,1,1,12,84,40,69,19,30,12,12,0.377999991,11.2130003,1,12,6.039999962,7.146999836
0,0,1,1,1,1,8,97,38,66,22,36,12,12,2.332999945,16.11800003,2,1,6.136000156,7.513000011
0,0,0,1,1,1,12,102,34,66,19,33,12,12,1.332999945,14.20600033,1,5,5.703999996,6.811999798
0,0,1,1,1,1,12,131,41,71,24,33,17,18,0.483999997,9.413999557,1,10,6.383999825,7.465000153
0,0,1,1,1,1,12,126,23,73,22,30,16,16,0.976999998,7.850999832,1,1,5.706999779,6.252999783
0,0,1,1,1,0,12,107,32,73,21,29,16,16,0.397000015,6.449999809,0,7,5.991000175,6.695000172
0,0,1,1,1,1,12,108,45,70,26,36,16,16,0.850000024,10.67399979,2,2,6.785999775,7.666999817
0,0,1,1,1,1,12,108,40,73,28,36,15,16,0,4.035999775,0,1,6.039999962,6.835999966
0,0,0,1,1,1,12,115,46,68,22,34,16,16,0.377999991,10.51500034,1,3,5.297999859,6.699999809
0,0,1,1,1,1,12,111,44,66,21,35,14,14,1.75,16.4829998,2,14,5.500999928,6.763999939
0,0,1,1,1,1,12,115,47,66,22,36,12,12,1.462000012,14.46899986,2,9,5.272999763,7.274000168
0,0,1,1,1,0,11,101,31,67,19,32,13,14,1,11.93599987,2,0,5.050000191,6.215000153
0,0,1,1,1,1,12,114,48,68,25,37,18,18,0.345999986,12.26299953,1,2,6.122000217,7.232999802
0,0,0,1,1,1,12,116,40,73,22,30,17,18,0,5.157000065,2,9,5.421000004,6.269000053
0,0,1,1,1,0,12,90,41,66,22,36,12,12,0,4.381999969,2,14,5.380000114,6.781000137
0,0,0,1,1,1,14,125,33,69,17,28,12,12,0,10.85299969,1,11,5.464000225,6.933000088
0,0,0,0,1,1,12,98,26,69,17,28,12,12,0.337000012,11.34000015,1,12,5.638000011,7.099999905
0,0,1,1,1,0,10,111,42,73,21,29,15,15,1.373999953,7.605000019,4,5,5.848999977,7.389999866
0,0,1,1,1,1,12,109,38,70,22,32,15,16,0.805999994,10.70800018,3,2,6.038000107,7.519000053
0,0,0,1,1,1,12,124,36,68,25,37,16,16,0.377999991,12.34300041,1,2,5.743000031,7.379000187
0,0,1,1,1,1,8,121,35,73,25,33,13,13,0.35800001,6.044000149,4,1,6.396999836,6.907999992
0,0,0,1,1,1,10,103,37,69,19,30,12,12,0,6.671000004,1,4,5.520999908,6.603000164
0,1,0,0,1,1,12,96,19,68,17,29,12,12,1,9.701999664,1,1,5.59800005,7.438000202
0,0,1,1,1,1,12,100,40,66,19,33,12,12,0,10.88099957,2,9,6.020999908,7.438000202
0,0,1,1,1,1,11,112,38,66,24,38,10,12,0,11.57999992,8,5,5.999000072,7.008999825
0,0,0,1,1,1,12,73,24,66,17,31,10,11,0,0.962000012,1,1,5.370999813,6.438000202
0,0,0,1,1,1,11,101,39,70,19,29,12,13,0,1,1,7,5.627999783,6.578999996
0,0,0,1,1,1,12,99,44,66,22,36,12,12,4.333000183,19.0890007,4,10,5.480999947,6.750999928
0,0,0,1,1,1,12,95,23,67,19,32,12,12,0.462000012,12.08399963,1,2,4.828000069,7.131000042
0,0,1,1,0,0,18,109,40,70,28,38,16,18,0,3.828999996,3,13,6.125,7.03000021
0,0,0,0,1,1,13,110,35,70,18,28,12,12,0,6.142000198,1,1,5.672999859,6.802000046
0,0,1,1,1,1,4,98,49,69,27,38,17,17,0,6.368000031,1,7,6.282000065,7.561999798
0,0,1,1,1,1,12,112,46,73,29,37,15,15,2.036999941,7.507999897,0,2,6.619999886,6.868999958
0,0,1,1,1,1,11,90,28,68,18,30,12,12,0,5.394999981,1,3,6.619999886,7.361000061
0,0,1,1,0,1,12,102,46,73,28,36,14,14,5.282000065,11.06299973,0,7,6.333000183,6.846000195
0,0,1,1,1,0,12,119,39,73,22,30,16,16,0.657999992,7.53399992,2,9,6.052000046,6.802000046
0,0,1,1,0,0,8,96,34,66,17,31,12,12,0.333000004,14.67700005,1,13,5.552999973,6.782000065
0,0,1,1,1,1,12,118,40,69,27,38,18,18,1.179999948,12.11200047,1,12,6.462999821,7.443999767
0,0,1,1,0,0,9,79,39,66,23,37,11,12,5.377999783,19.32999992,1,15,5.663000107,7.138999939
0,0,1,1,0,0,10,96,42,68,26,38,12,12,0,8.732999802,8,7,5.958000183,6.620999813
0,0,0,1,0,0,12,80,27,69,17,28,11,11,1.006000042,11.99600029,1,12,5.777999878,7
0,0,0,1,0,0,12,137,36,70,23,33,13,13,0.797999978,10.80099964,1,11,5.81400013,6.90899992
0,0,0,0,0,0,12,116,42,69,23,34,15,15,0.462000012,11.26099968,1,12,5.964000225,7.051000118
0,0,1,1,1,1,12,69,31,66,21,35,11,12,1.317000031,15.16800022,2,16,6.031000137,6.907999992
0,0,0,1,1,1,6,78,36,66,19,33,12,12,1.960999966,15.89999962,1,3,5.605999947,7.131000042
0,1,1,1,1,1,8,99,41,71,29,38,12,12,11.10999966,17.91399956,4,3,5.993999958,6.754000187
0,0,0,1,1,1,16,92,33,67,18,31,12,12,0.377999991,13.40600014,3,3,5.352000237,7.098999977
0,0,0,1,1,1,16,113,23,73,21,29,16,16,0,11.99499989,6,7,6.043000221,6.842999935
0,0,0,1,1,1,12,98,29,71,24,33,13,13,0,6.566999912,1,1,5.434000015,6.80700016
0,0,1,1,1,1,12,115,30,73,21,29,15,15,0.39199999,7.355000019,3,4,6.171999931,6.770999908
0,0,0,1,1,1,6,117,41,69,24,35,16,17,0,1,1,9,5.663000107,7.139999866
0,0,1,1,1,1,8,96,38,66,21,35,12,12,0,13.92099953,4,2,5.65899992,6.855999947
0,0,0,1,1,1,10,108,46,73,21,29,12,12,1.782999992,8.68999958,0,3,5.520999908,4.749000072
0,0,1,1,0,1,16,92,34,73,23,31,16,17,0.529999971,5.907999992,0,4,5.412000179,6.512000084
0,0,0,1,1,1,16,95,38,66,23,37,15,15,3.332999945,16.60199928,1,10,5.415999889,6.987999916
0,0,0,1,1,1,15,94,40,67,21,34,13,14,0.462000012,13.41600037,1,14,5.644999981,6.964000225
0,0,1,1,0,0,7,115,38,66,24,38,12,12,6.333000183,20.32299995,7,12,5.843999863,6.684999943
0,0,1,1,0,0,12,105,42,67,23,36,16,16,0.25,13.57199955,0,13,5.846000195,7.561999798
0,0,0,1,0,0,7,109,36,66,22,36,12,12,2.545000076,16.50900078,1,15,5.576000214,6.750999928
0,0,1,1,0,0,12,87,38,71,22,31,12,12,4.508999825,14.94299984,4,6,5.684000015,6.762000084
0,0,0,1,1,1,13,110,34,66,22,36,16,16,0.333000004,14.65400028,1,13,5.540999889,6.995999813
0,0,0,1,0,0,10,110,30,71,21,30,16,16,0.386999995,9.31400013,1,4,5.617000103,6.93200016
0,0,0,1,1,0,17,109,32,68,19,31,12,12,0.962000012,11.41399956,1,2,5.727000237,6.744999886
0,0,1,1,0,0,12,85,21,66,21,35,12,12,3.165999889,16.96999931,4,10,5.617000103,6.512000084
0,0,1,1,0,0,10,105,42,69,26,37,14,14,1.378000021,12.31599998,1,12,5.65199995,6.684999943
0,0,1,1,0,0,10,122,39,73,25,33,16,16,0.593999982,7.053999901,0,3,5.59499979,6.955999851
0,0,1,1,1,1,14,108,40,67,22,35,16,17,0,9.081000328,1,11,6.020999908,6.784999847
0,1,0,0,1,1,12,122,38,71,22,31,16,16,1.309000015,9.82199955,1,2,5.624000072,6.684999943
0,0,1,1,1,1,8,79,32,73,24,32,16,17,2.397000074,9.362999916,2,9,6.263000011,7.090000153
0,0,0,1,1,1,12,105,30,68,17,29,12,12,0,7.933000088,1,10,5.164999962,6.498000145
0,0,0,1,0,1,8,110,42,66,23,37,12,12,0,6.210000038,1,12,5.548999786,6.907999992
0,0,0,0,1,1,14,92,32,71,20,29,12,12,2.387000084,7.828999996,1,4,5.730000019,6.774000168
0,0,1,1,0,0,12,131,32,73,25,33,16,16,3.394999981,10.30200005,5,2,5.953000069,7.092000008
0,0,0,1,0,0,12,104,32,71,20,29,12,12,1.131000042,10.00800037,1,2,5.256999969,6.501999855
0,0,1,1,0,0,12,110,39,70,27,37,16,16,4.68200016,14.61699963,1,11,6.027999878,6.828000069
1,1,0,1,1,1,10,99,20,69,17,28,12,12,0.691999972,10.27700043,1,10,5.480999947,6.669000149
1,1,0,1,0,0,4,72,34,66,20,34,9,9,4.083000183,17.28300095,1,5,4.828000069,6.438000202
1,1,0,0,0,0,6,86,35,67,19,32,12,12,0.462000012,12.75,1,9,4.913000107,6.521999836
1,1,1,1,0,0,12,68,38,66,21,35,11,12,0,10.8739996,5,19,5.460000038,6.540999889
1,0,1,1,0,0,12,116,42,71,29,38,16,17,0.495000005,7.672999859,2,2,6.254000187,7.743999958
1,1,0,1,0,0,10,96,45,70,22,32,13,14,0,9.708999634,1,4,5.297999859,7.086999893
1,1,0,1,1,1,12,100,32,68,17,29,9,12,0,8.026000023,1,8,5.074999809,6.580999851
1,1,1,1,1,1,12,101,38,66,18,32,12,13,0,13.38000011,1,2,5.781000137,7.313000202
1,1,1,1,1,1,12,117,39,73,22,30,16,16,1.274999976,6.968999863,0,9,6.443999767,7.087999821
1,1,0,1,1,1,16,93,38,67,19,32,12,12,0,4.188000202,2,2,4.828000069,5.96600008
1,1,0,1,1,1,9,116,37,69,17,28,12,12,1,12,2,11,5.176000118,6.789999962
1,1,1,1,1,1,12,106,42,66,22,36,12,12,5.083000183,19.02000046,6,20,5.142000198,6.980999947
1,1,1,1,1,1,14,98,45,66,22,36,12,12,2.582999945,16.7689991,1,12,5.624000072,7.02699995
1,1,1,1,1,0,12,103,36,66,23,37,12,15,0,1,1,1,5.438000202,6.619999886
1,1,0,1,0,0,10,100,22,70,21,31,13,13,0,5.315999985,1,1,5.352000237,6.263000011
1,1,1,1,0,0,10,96,39,69,18,29,12,12,1.129999995,10.69400024,1,4,5.520999908,7.006999969
1,1,0,1,1,0,10,96,27,69,18,29,12,12,0.878000021,9.739999771,1,1,6.031000137,6.684999943
1,1,0,1,0,0,13,104,42,66,17,31,12,13,0,7.635000229,1,7,4.796000004,7.232999802
1,1,0,0,0,0,14,106,34,73,28,36,17,17,3.000999928,8.145000458,1,0,5.347000122,6.052000046
1,1,0,1,0,0,12,106,44,67,23,36,16,16,0.416999996,13.38000011,1,10,5.777999878,7.032999992
1,1,0,0,1,1,9,94,24,71,26,35,12,12,7.785999775,17.83300018,6,15,5.500999928,6.524000168
1,1,1,1,0,0,10,81,29,66,21,35,10,11,4.333000183,15.50199986,1,5,5.857999802,6.855999947
1,1,1,1,0,0,5,87,15,66,22,36,9,10,6.461999893,20.18899918,4,7,4.717999935,6.396999836
1,1,0,1,0,0,6,75,27,68,18,30,12,12,1,11.95100021,1,9,5.247000217,6.829999924
1,1,0,1,0,0,5,95,34,66,17,31,12,12,0.333000004,14.48200035,1,13,5.011000156,6.309999943
1,1,0,1,0,0,3,86,19,69,19,30,11,11,1,12.78600025,4,11,4.868000031,6.407000065
1,1,0,1,0,0,3,86,17,68,18,30,10,10,0.307999998,6.995999813,1,1,5.136000156,6.052000046
1,1,0,1,0,1,8,104,41,69,20,31,12,14,0,3.713000059,1,1,5.21999979,5.828999996
1,1,0,1,0,1,7,95,21,66,20,34,12,12,2.601000071,16.3939991,3,9,4.90500021,6.539999962
1,1,0,1,0,0,8,116,37,69,18,29,12,12,0.61500001,11.23200035,1,9,5.415999889,6.354000092
1,1,1,1,0,0,8,66,20,68,21,33,9,9,4.333000183,14.8210001,1,10,5.703999996,6.347000122
1,1,1,1,1,1,0,101,38,70,22,32,16,16,1.475000024,10.71399975,1,9,5.684000015,6.705999851
1,1,0,1,0,0,12,96,23,68,17,29,12,12,0,11.38799953,0,5,4.889999866,6.894999981
1,1,1,1,0,1,9,104,41,66,21,35,12,12,2.378000021,16.36000061,4,18,5.247000217,6.423999786
1,0,1,1,0,1,14,105,34,69,24,35,16,16,1.013000011,11.88799953,1,1,5.663000107,6.933000088
1,0,0,1,1,1,8,106,34,69,18,29,12,12,0,3.836999893,1,3,5.579999924,6.695000172
1,1,1,1,0,1,15,101,34,73,22,30,17,17,1.597000003,7.861000061,2,0,6.251999855,6.693999767
1,1,1,1,1,1,12,96,42,66,22,36,12,12,0.916000009,12.85000038,1,5,5.415999889,6.670000076
1,0,0,1,0,1,12,105,34,66,19,33,12,12,0,6.308000088,2,2,5.080999851,6.744999886
1,1,1,1,1,1,3,106,40,70,28,38,12,12,0.52700001,10.32299995,9,19,6.131000042,6.802000046
1,1,1,1,1,1,8,102,44,66,22,36,12,12,5.416999817,19.37700081,6,20,5.313000202,7.256999969
1,1,1,1,0,0,12,90,46,66,24,38,11,13,0,3.757999897,1,1,5.19299984,6.331999779
1,1,0,1,0,0,12,104,30,69,17,28,12,12,0.402999997,10.95199966,1,5,5.380000114,6.331999779
1,1,1,1,0,0,12,118,37,69,21,32,16,16,0.462000012,11.39099979,1,12,5.953000069,6.916999817
1,1,1,1,0,1,9,108,40,66,22,36,12,12,2.724999905,16.73200035,3,17,5.297999859,7.274000168
1,1,0,1,0,0,12,104,37,66,18,32,12,12,0.377999991,14.37699986,1,15,5.485000134,6.842999935
1,1,1,1,0,0,10,92,40,71,27,36,9,10,8.088000298,18.22100067,1,10,5.540999889,6.43599987
1,1,0,1,0,0,4,87,26,71,21,30,12,13,0.927999973,9.404000282,1,3,5.517000198,6.464000225
1,1,0,0,0,0,12,96,38,73,20,28,15,15,0,6.323999882,3,10,5.236000061,5.991000175
1,1,1,1,0,0,12,80,34,66,24,38,10,10,1.322000027,15.33899975,4,14,5.074999809,6.802000046
1,1,1,1,0,0,12,104,40,73,25,33,16,16,1.511000037,8.371999741,2,10,6.071000099,6.239999771
1,1,1,1,0,0,9,104,35,73,27,35,18,18,0,7.005000114,2,10,6.357999802,6.796000004
1,1,1,1,1,1,12,96,24,73,24,32,18,18,0.5,7.328999996,0,5,5.441999912,7.156000137
1,1,0,0,0,0,12,89,24,73,22,30,12,12,3.20600009,10.13399982,2,9,5.415999889,6.184000015
1,1,1,1,0,0,10,113,39,69,18,29,12,12,1.462000012,10.90499973,2,5,4.860000134,5.78399992
1,1,0,1,0,0,7,105,29,66,19,33,12,12,1.832999945,15.70699978,2,5,5.011000156,6.644999981
1,1,0,0,0,1,7,84,39,69,20,31,12,14,0,5.505000114,1,8,5.520999908,6.426000118
1,1,1,1,1,1,7,108,36,66,21,35,12,12,2.434000015,16.36599922,3,17,5.230999947,6.947000027
1,1,1,1,1,1,8,104,32,66,20,34,12,12,1.462000012,15.32999992,2,4,5.136000156,6.620999813
1,1,0,1,0,0,7,106,28,67,17,30,12,12,1,14.72799969,1,11,4.828000069,5.940000057
1,1,1,1,1,1,12,70,34,66,24,38,10,10,7.545000076,20.56699944,8,7,5.297999859,6.624000072
1,1,1,1,1,1,11,104,39,70,24,34,16,16,0.474999994,10.22900009,1,11,5.846000195,6.971000195
1,0,0,1,1,1,14,91,42,68,18,30,12,12,0,13.21700001,1,1,5.111999989,6.974999905
1,1,1,1,1,1,14,112,42,73,26,34,18,18,0.395000011,7.311999798,1,8,6.254000187,7.361000061
1,1,0,1,0,0,12,97,27,68,18,30,10,10,0.86500001,13.75,1,9,5.247000217,6.477000237
1,1,0,1,0,0,10,99,40,66,18,32,12,12,1.332999945,14.61600018,1,7,5.297999859,6.551000118
1,1,0,1,0,0,6,86,28,66,17,31,9,10,0.333000004,14.63700008,1,12,5.164999962,6.252999783
1,1,0,1,0,0,12,90,36,66,18,32,12,12,2.289000034,16.25499916,2,16,5.415999889,6.791999817
0,0,1,1,1,1,12,101,43,69,19,30,12,12,0,10.90400028,1,12,5.693999767,6.346000195
1,1,1,1,0,1,11,109,33,73,21,29,15,15,0,10.5710001,0,1,5.730000019,7.275000095
1,1,1,1,0,0,12,107,40,66,24,38,12,12,6.333000183,21.05400085,1,12,5.152999878,6.215000153
1,1,1,1,0,0,12,110,48,66,22,36,16,16,0.925999999,14.96700001,1,15,5.297999859,7.295000076
1,1,1,1,1,1,10,120,35,73,20,28,13,13,0,4.098999977,0,1,6.730999947,6.688000202
1,1,0,1,1,1,12,97,34,73,22,30,16,16,0.786000013,6.848999977,0,2,5.820000172,6.868999958
1,1,1,1,1,1,11,103,37,73,21,29,12,12,1.906000018,8.798999786,0,5,5.881000042,6.907999992
1,1,1,1,1,1,12,114,36,73,22,30,16,16,0.335999995,4.777999878,0,4,5.927000046,6.396999836
1,1,0,1,1,0,8,95,31,68,18,30,11,11,0,12.40699959,1,2,5.176000118,6.109000206
1,1,0,1,0,1,12,97,28,73,24,32,16,17,0.5,7.493999958,2,2,6.512000084,7.354000092
1,1,0,1,0,0,13,97,34,73,20,28,14,14,1.907999992,5.809000015,0,3,5.441999912,5.877999783
1,1,1,1,1,1,10,83,25,67,19,32,13,13,1,14.41899967,1,13,4.941999912,6.867000103
1,1,1,1,0,0,12,104,46,73,24,32,16,16,0,5.066999912,1,2,5.528999805,6.339000225
1,1,1,1,0,0,12,82,27,73,24,32,12,12,2.816999912,8.732999802,0,2,5.686999798,6.175000191
1,1,1,1,1,1,8,113,45,71,26,35,16,16,0,8.204999924,1,10,6.022999763,7.274000168
1,1,1,1,0,0,7,93,39,67,22,35,12,12,0.691999972,10.73700047,1,3,5.176000118,6.468999863
1,1,1,1,0,0,12,101,38,73,25,33,12,12,4.828000069,10.58899975,0,5,5.78399992,6.467000008
1,1,1,1,0,0,7,100,33,73,23,31,12,12,2.489000082,9.00399971,2,3,5.627999783,6.168000221
1,1,1,1,1,1,8,102,32,68,19,31,12,13,0.27700001,9.833999634,1,3,5.074999809,7.092000008
